Ссылка на сайт поставщика/вендора,Ситилинк - Полное Наименование,PartNumber/Артикул Производителя,Бренд,Группа товаров,Модель,Код Товара
https://rog.asus.com/monitors/above-34-inches/rog-strix-xg43uq-model/spec,"Монитор ASUS ROG Strix XG43UQ 43"", черный и белый [90lm0590-b02170]",90LM0590-B02170,ASUS,Мониторы ЖК,XG43UQ,1853727
https://www.asus.com/displays-desktops/monitors/proart/proart-display-pa348cgv/techspec/,"Монитор ASUS ProArt PA348CGV 34"", черный [90lm07z0-b01370]",90LM07Z0-B01370,ASUS,Мониторы ЖК,PA348CGV,1853743
https://www.asus.com/displays-desktops/monitors/tuf-gaming/tuf-gaming-vg32vq1br/,"Монитор ASUS VG32VQ1BR 31.5"", черный [90lm0661-b02170]",90LM0661-B02170,ASUS,Мониторы ЖК,VG32VQ1BR,1853774
https://www.asus.com/displays-desktops/monitors/eye-care/vp32uq/,"Монитор ASUS VP32UQ 31.5"", черный [90lm06s0-b01e70]",90LM06S0-B01E70,ASUS,Мониторы ЖК,VP32UQ,1853778
https://www.gigabyte.com/Monitor/M32U/sp#sp,"Монитор GIGABYTE M32U AE 31.5"", черный [20vm0-m32uaebt-1ekr]",20VM0-M32UAEBT-1EKR,GIGABYTE,Мониторы ЖК,M32U AE,1853780
https://www.asus.com/displays-desktops/monitors/tuf-gaming/tuf-gaming-vg27vh1b/techspec/,"Монитор ASUS TUF Gaming VG27VH1B 27"", черный [90lm0691-b01170]",90LM0691-B01170,ASUS,Мониторы ЖК,VG27VH1B,1853781
https://www.asus.com/displays-desktops/monitors/eye-care/vy279he/,"Монитор ASUS VY279HE 27"", черный [90lm06d5-b02170]",90LM06D5-B02170,ASUS,Мониторы ЖК,VY279HE,1853786
https://rog.asus.com/monitors/23-to-24-5-inches/rog-strix-xg259cm-model/,"Монитор ASUS XG259CM 24.5"", черный [90lm07j0-b01370]",90LM07J0-B01370,ASUS,Мониторы ЖК,XG259CM,1853791
https://www.asus.com/displays-desktops/monitors/eye-care/va24dcp/,"Монитор ASUS VA24DCP 23.8"", черный [90lm0545-b04370]",90LM0545-B04370,ASUS,Мониторы ЖК,VA24DCP,1853793
https://www.asus.com/ru/displays-desktops/monitors/eye-care/va229qsb/,"Монитор ASUS VA229QSB 21.5"", черный [90lm06c3-b02370]",90LM06C3-B02370,ASUS,Мониторы ЖК,VA229QSB,1853795
https://www.asus.com/displays-desktops/monitors/zenscreen/asus-zenscreen-mb166c/,"Монитор ASUS MB166C 15.6"", черный [90lm07d3-b01170]",90LM07D3-B01170,ASUS,Мониторы ЖК,MB166C,1853799
https://www.asus.com/displays-desktops/monitors/zenscreen/zenscreen-mb166b/,"Монитор ASUS MB166B 15.6"", черный [90lm07d3-b02170]",90LM07D3-B02170,ASUS,Мониторы ЖК,MB166B,1853802
https://www.asus.com/Displays-Desktops/Monitors/ZenScreen/ZenScreen-MB165B/,"Монитор ASUS Portable MB165B 15.6"", черный [90lm0703-b01170]",90LM0703-B01170,ASUS,Мониторы ЖК,MB165B,1853939
https://www.asus.com/Displays-Desktops/Monitors/Eye-Care/VZ239HE-W/techspec/,"Монитор ASUS VZ239HE-W 23"", белый [90lm0334-b01670]",90LM0334-B01670,ASUS,Мониторы ЖК,VZ239HE-W,1853944
https://www.asus.com/Displays-Desktops/Monitors/Eye-Care/VZ239HE/techspec/,"Монитор ASUS VZ239HE 23.0"", черный [90lm0333-b01670]",90LM0333-B01670,ASUS,Мониторы ЖК,VZ239HE,1853946
https://rog.asus.com/ru/monitors/27-to-31-5-inches/rog-strix-xg32vc-model/,"Монитор ASUS ROG Strix XG32VC 31.5"", черный [90lm03s0-b04170]",90LM03S0-B04170,ASUS,Мониторы ЖК,XG32VC,1853963
https://www.asus.com/Displays-Desktops/Monitors/Business/BE27ACSBK/,"Монитор ASUS Gaming BE27ACSBK 27"", черный [90lm03i1-b01370]",90LM03I1-B01370,ASUS,Мониторы ЖК,BE27ACSBK,1853992
https://www.asus.com/Displays-Desktops/Monitors/Eye-Care/VZ279HE-W/techspec/,"Монитор ASUS VZ279HE-W 27"", белый [90lm02x4-b01470]",90LM02X4-B01470,ASUS,Мониторы ЖК,VZ279HE-W,1853997
https://www.asus.com/Displays-Desktops/Monitors/Eye-Care/VZ279HE/techspec/,"Монитор ASUS VZ279HE 27"", черный [90lm02x3-b01470]",90LM02X3-B01470,ASUS,Мониторы ЖК,VZ279HE,1854000
https://www.asus.com/Displays-Desktops/Monitors/TUF-Gaming/TUF-GAMING-VG24VQR/techspec/,"Монитор ASUS Gaming VG24VQR 23.6"", черный [90lm0577-b01170]",90LM0577-B01170,ASUS,Мониторы ЖК,VG24VQR,1854005
https://www.asus.com/Monitors/VZ249HE/,"Монитор ASUS VZ249HE 23.8"", черный [90lm02q3-b01670]",90LM02Q3-B01670,ASUS,Мониторы ЖК,VZ249HE,1854009
https://www.asus.com/ru/displays-desktops/monitors/tuf-gaming/tuf-gaming-vg24vqe/,"Монитор ASUS TUF Gaming VG24VQE 23.6"", черный [90lm0575-b01170]",90LM0575-B01170,ASUS,Мониторы ЖК,VG24VQE,1854024
https://rog.asus.com/monitors/23-to-24-5-inches/rog-strix-xg249cm-model/,"Монитор ASUS ROG Strix XG249CM 23.8"", черный [90lm07k0-b01a70]",90LM07K0-B01A70,ASUS,Мониторы ЖК,XG249CM,1854032
https://consumer.huawei.com/en/business/displays/b3-243h/,"Монитор Huawei B3-243H SSNB-24BZ SongshanB-CAABZ 23.8"", черный [53060766]",53060766,HUAWEI,Мониторы ЖК,B3-243H SSNB-24BZ SongshanB-CAABZ,1854107
https://www.hp.com/ru-ru/products/monitors/product-details/product-specifications/28012482,"Монитор HP 27f 27"", серебристый/черный и черный [5zp65aa]",5ZP65AA,HP,Мониторы ЖК,27f,1854182
https://hp-rus.com/catalog/monitory/hp-p24v-g4-23-8-monitor-fhd-ips-16-9-250-cd-m2-100/,"Монитор HP P24v 23.8"", черный [9tt78aa]",9TT78AA,HP,Мониторы ЖК,P24v,1854373
https://www.tfk.ru/products/monitors/pro-series/8mb11aa-abb.html#props_link,"Монитор HP P27q G4 27"", черный [8mb11aa]",8MB11AA,HP,Мониторы ЖК,P27q G4,1854383
https://iiyama.com/ru_ru/produkty/prolite-x2483hsu-b3/,"Монитор Iiyama ProLite X2483HSU-B3 24"", черный",X2483HSU-B3,IIYAMA,Мониторы ЖК,X2483HSU-B3,1854409
https://iiyama.com/ru_ru/produkty/prolite-xub2792hsu-w1/,"Монитор Iiyama ProLite XUB2792HSU-W1 27"", белый",XUB2792HSU-W1,IIYAMA,Мониторы ЖК,XUB2792HSU-W1,1854412
https://iiyama.com/by_ru/produkty/prolite-xub2792qsu-w1/,"Монитор Iiyama XUB2792QSU-W1 27"", белый",XUB2792QSU-W1,IIYAMA,Мониторы ЖК,XUB2792QSU-W1,1854413
http://www.iiyama.com/ru_ru/produkty/prolite-xu2492hsu-b1/,"Монитор Iiyama ProLite XU2492HSU-B1 23.8"", черный",XU2492HSU-B1,IIYAMA,Мониторы ЖК,XU2492HSU-B1,1854414
https://iiyama.com/ru_ru/produkty/prolite-xub2792hsu-b1/,"Монитор Iiyama ProLite XUB2792HSU-B1 27"", черный",XUB2792HSU-B1,IIYAMA,Мониторы ЖК,XUB2792HSU-B1,1854420
https://psref.lenovo.com/Detail/ThinkVision/ThinkVision_T24i_2L?M=62B0MAR2EU,"Монитор Lenovo ThinkVision T24i-2L 23.8"", черный [62b0mat2is]",62B0MAT2IS,LENOVO,Мониторы ЖК,T24i-2L,1854490
https://shop.lenovo.ru/product/62D0GAT1EU/spec/,"Монитор Lenovo ThinkVision E27q-20 27"", черный [62d0gat1is]",62D0GAT1IS,LENOVO,Мониторы ЖК,E27q-20,1854498
https://iiyama.com/gl_en/products/g-master-g2230hs-b1/,"Монитор Iiyama G-Master G2230HS-B1 21.5"", черный",G2230HS-B1,IIYAMA,Мониторы ЖК,G2230HS-B1,1854993
https://iiyama.com/us_en/products/g-master-gb2730hsu-b1/,"Монитор Iiyama GB2730HSU-B1 27"", черный",GB2730HSU-B1,IIYAMA,Мониторы ЖК,GB2730HSU-B1,1854995
https://iiyama.com/ru_ru/produkty/prolite-xb2483hsu-b3/,"Монитор Iiyama ProLite XB2483HSU-B3 24"", черный",XB2483HSU-B3,IIYAMA,Мониторы ЖК,XB2483HSU-B3,1855035
https://iiyama.com/ru_ru/produkty/prolite-xub2492hsu-w1f/,"Монитор Iiyama ProLite XUB2492HSU-W1 24"", белый",XUB2492HSU-W1,IIYAMA,Мониторы ЖК,XUB2492HSU-W1,1855037
https://www.asus.com/ru/Displays-Desktops/Monitors/ZenScreen/ZenScreen-MB16ACE/techspec/,"Монитор ASUS Portable MB16ACE 15.6"", темно-серый [90lm0381-b04170]",90LM0381-B04170,ASUS,Мониторы ЖК,MB16ACE,1855188
https://lightcom.msk.ru/monitor,"Монитор LIGHTCOM V-Max ПЦВТ.852859.300 ""R"", 27"", черный",ПЦВТ.852859.300,LIGHTCOM,Мониторы ЖК,V-Max ПЦВТ.852859.300,1855569
https://www.philips.ru/c-p/24M1N3200ZA_00/gaming-monitor-full-hd-gaming-monitor,"Монитор Philips Evnia Gaming 24M1N3200ZA(00/01) 23.8"", черный",24M1N3200ZA,PHILIPS,Мониторы ЖК,24M1N3200ZA(00/01),1856140
https://www.philips.ru/c-p/24E1N5300AE_01/monitor-usb-c-monitor/overview#specifications,"Монитор Philips 24E1N5300AE(00/01) 23.8"", черный",24E1N5300AE,PHILIPS,Мониторы ЖК,24E1N5300AE(00/01),1856145
https://www.philips.ru/c-p/272S1M_00/business-monitor-lcd-monitor,"Монитор Philips 272S1M(00/01) 27"", черный",272S1M,PHILIPS,Мониторы ЖК,272S1M(00/01),1856147
https://eu.aoc.com/ru/products/monitors/CU34V5CW/specification,"Монитор AOC Gaming CU34V5CW 34"", черный",CU34V5CW,AOC,Мониторы ЖК,CU34V5CW,1856266
https://eu.aoc.com/ru/products/monitor/e1659fwu/specification,"Монитор AOC Style E1659FWU 15.6"", черный",E1659FWU,AOC,Мониторы ЖК,E1659FWU,1856267
https://eu.aoc.com/ru/products/monitors/q27b3ma/specification,"Монитор AOC Q27B3MA 27"", черный",Q27B3MA,AOC,Мониторы ЖК,Q27B3MA,1856271
https://www.samsung.com/ru/monitors/flat/t35f-24-inch-ips-fhd-1080p-freesync-lf24t352fhixci/,"Монитор Samsung F24T352FHI 24"", черный [lf24t352fhixci]",LF24T352FHIXCI,SAMSUNG,Мониторы ЖК,F24T352FHI,1856586
https://www.acer.com/ru-ru/monitors/essential/k2/pdp/UM.QX2EE.H01,"Монитор Acer K242HYLHbi 23.8"", черный [um.qx2ee.h01]",UM.QX2EE.H01,ACER,Мониторы ЖК,K242HYLHbi,1857732
https://www.samsung.com/fi/business/monitors/business/webcam-s4-s40va-ls24a400veuxen/,"Монитор Samsung SAM24A400V 24"", черный [ls24a400veuxen]",LS24A400VEUXEN,SAMSUNG,Мониторы ЖК,SAM24A400V,1857759
https://displaysolutions.samsung.com/monitor/detail/1797/S24A600,"Монитор Samsung LS24A600N ""R"", 24"", черный [ls24a600nwuxen]",LS24A600NWUXEN,SAMSUNG,Мониторы ЖК,LS24A600N,1857770
"https://www.viewsonic.com/us/vx2718-p-mhd.html#specs_x000D_
","Монитор ViewSonic VX2718-P-MHD 27"", черный",VX2718-P-MHD,VIEWSONIC,Мониторы ЖК,VX2718-P-MHD,1858107
https://www.viewsonic.com/ru/products/lcd/XG2405-2,"Монитор ViewSonic XG2405-2 24"", черный [vs17984]",VS17984,VIEWSONIC,Мониторы ЖК,XG2405-2,1858203
https://www.dell.com/en-us/work/shop/dell-ultrasharp-27-usb-c-hub-monitor-u2722de/apd/210-ayzg/monitors-monitor-accessories#techspecs_section,"Монитор DELL UltraSharp U2722DE 27"", серебристый/черный и серебристый [2722-5014]",2722-5014,DELL,Мониторы ЖК,U2722DE,1858641
https://www.dell.com/en-uk/shop/dell-ultrasharp-34-curved-usb-c-hub-monitor-u3421we/apd/210-axql/monitors-monitor-accessories,"Монитор DELL UltraSharp U3421WE 34"", черный и серебристый [3421-9558]",3421-9558,DELL,Мониторы ЖК,U3421WE,1858649
https://www.lg.com/us/monitors/lg-27UL500-W-4k-uhd-led-monitor,"Монитор LG UltraFine 27UL500-W 27"", белый",27UL500-W,LG,Мониторы ЖК,27UL500-W,1859467
https://www.lg.com/ru/monitors/lg-27UL850-W,"Монитор LG 27UL850-W 27"", черный и серебристый",27UL850-W,LG,Мониторы ЖК,27UL850-W,1859636
http://www.lg.com/ru/monitors/lg-29UM69G,"Монитор LG UltraGear 29UM69G-B 29"", черный",29UM69G-B,LG,Мониторы ЖК,29UM69G-B,1859639
https://www.lg.com/ru/monitors/lg-27qn880,"Монитор LG 27QN880-B 27"", черный",27QN880-B,LG,Мониторы ЖК,27QN880-B,1859650
https://www.lg.com/sg/consumer-monitors/lg-32un500-w#,"Монитор LG 32UN500 31.5"", белый",32UN500,LG,Мониторы ЖК,32UN500,1859652
https://www.lg.com/ru/monitors/lg-43UN700-B,"Монитор LG UltraFine 43UN700-B 42.5"", черный",43UN700-B,LG,Мониторы ЖК,43UN700-B,1859657
https://www.lg.com/kz/monitors/lg-27UL600-W,"Монитор LG UltraFine 27UL600-W 27"", белый",27UL600-W,LG,Мониторы ЖК,27UL600-W,1859659
https://www.lg.com/in/monitors/lg-27ul550-w,"Монитор LG UltraFine 27UL550-W 27"", серый и белый",27UL550-W,LG,Мониторы ЖК,27UL550-W,1859662
https://www.lg.com/ru/monitors/lg-32gn600,"Монитор LG UltraGear 32GN600-B 31.5"", черный [32gn600-b.aeu]",32GN600-B.AEU,LG,Мониторы ЖК,32GN600-B,1859724
https://www.lg.com/pt/monitores/lg-35bn77c-b,"Монитор LG UltraWide 35BN77C-B 35"", черный [35bn77c-b.aeu]",35BN77C-B.AEU,LG,Мониторы ЖК,35BN77C-B,1859725
https://www.lg.com/us/small-business/monitors/lg-34bn670-b#,"Монитор LG UltraGear 34BN670-B 34"", черный [34bn670-b.aeu]",34BN670-B.AEU,LG,Мониторы ЖК,34BN670-B,1859733
https://www.lg.com/us/monitors/lg-32up550-w-4k-uhd-led-monitor,"Монитор LG UltraWide 32UP550-W 32"", серебристый [32up550-w.aeu]",32UP550-W.AEU,LG,Мониторы ЖК,32UP550-W,1859738
https://www.lg.com/global/business/monitors/lg-32bn67u,"Монитор LG UltraWide 32BN67U-B 31.5"", черный [32bn67u-b.aeu]",32BN67U-B.AEU,LG,Мониторы ЖК,32BN67U-B,1859750
https://www.lg.com/us/monitors/lg-27uk670-b-4k-uhd-led-monitor#,"Монитор LG UltraWide 27UK670-B 27"", черный [27uk670-b.aeu]",27UK670-B.AEU,LG,Мониторы ЖК,27UK670-B,1859758
https://www.lg.com/de/business/alle-monitore/lg-27bn55u-b,"Монитор LG UltraWide 27BN55U-B 27"", черный [27bn55u-b.aeu]",27BN55U-B.AEU,LG,Мониторы ЖК,27BN55U-B,1859762
https://www.lg.com/uk/monitors/lg-35wn75c#,"Монитор LG 35WN75C-B 35"", черный [35wn75c-b.aruz]",35WN75C-B.ARUZ,LG,Мониторы ЖК,35WN75C-B,1859766
https://www.lg.com/ru/monitors/lg-27up650-w,"Монитор LG UltraFine 27UP650-W 27"", серебристый [27up650-w.aruz]",27UP650-W.ARUZ,LG,Мониторы ЖК,27UP650-W,1859769
https://www.lg.com/ru/monitors/lg-32UL950-W,"Монитор LG UltraFine 32UL950 31.5"", белый и серебристый [lg-32ul950]",LG-32UL950,LG,Мониторы ЖК,32UL950,1860072
https://www.lg.com/ru/monitors/lg-43UN700-B,"Монитор LG UltraFine 43UN700-B 42.5"", черный [43un700-b,aruz]","43UN700-B,ARUZ",LG,Мониторы ЖК,43UN700-B,1860108
https://www.lg.com/ru/monitors/lg-27bn65q-b,"Монитор LG 27BN65Q-B 27"", черный",27BN65Q-B,LG,Мониторы ЖК,27BN65Q-B,1860112
https://www.lg.com/ru/monitors/lg-27un880-b#none,"Монитор LG UltraFine 27UN880-B 27"", черный",27UN880-B,LG,Мониторы ЖК,27UN880-B,1860117
https://www.lg.com/at/monitore/lg-24bn650y-b,"Монитор LG 24BN650Y-B.AED 23.8"", черный",24BN650Y-B.AED,LG,Мониторы ЖК,24BN650Y-B.AED,1860123
http://www8.hp.com/ru/ru/products/monitors/product-detail.html?oid=21769075,"Монитор HP 27xq 27"", черный [3wl54aa]",3WL54AA,HP,Мониторы ЖК,27xq,1860993
https://www.tfk.ru/products/monitors/elitedisplay/9vh72aa-abb.html,"Монитор HP E22 G4 21.5"", черный и серебристый [9vh72aa]",9VH72AA,HP,Мониторы ЖК,E22 G4,1861016
https://www.tfk.ru/products/monitors/pro-series/1a7e5aa-abb.html,"Монитор HP P24 G4 23.8"", черный [1a7e5aa]",1A7E5AA,HP,Мониторы ЖК,P24 G4,1861035
https://www.hp.com/us-en/shop/pdp/hp-e24q-g4-qhd-monitor,"Монитор HP E24q G4 23.8"", черный и серебристый [9vg12aa]",9VG12AA,HP,Мониторы ЖК,E24q G4,1861041
https://store.hp.com/us/en/pdp/hp-e27q-g4-qhd-monitor,"Монитор HP E27q G4 27"", черный и серебристый [9vg82aa]",9VG82AA,HP,Мониторы ЖК,E27q G4,1861043
https://www.hp.com/us-en/shop/pdp/hp-z24n-g3-wuxga-display,"Монитор HP Z24n G3 24"", черный [1c4z5aa]",1C4Z5AA,HP,Мониторы ЖК,Z24n G3,1861046
https://www.tfk.ru/products/monitors/z-series/1c4z7aa-abb.html,"Монитор HP Z27q G3 27"", черный [1c4z7aa]",1C4Z7AA,HP,Мониторы ЖК,Z27q G3,1861048
https://www.hp.com/us-en/shop/pdp/hp-z24f-g3-fhd-display,"Монитор HP Z24f G3 23.8"", черный и серебристый [3g828aa]",3G828AA,HP,Мониторы ЖК,Z24f G3,1861052
https://hp-rus.com/archive/monitory/hp-p34hc-g4-wqhd-usb-c-curved-6gj95aa-5dp31aa/,"Монитор HP P34hc G4 34"", черный [21y56aa]",21Y56AA,HP,Мониторы ЖК,P34hc G4,1861057
https://www.hp.com/us-en/shop/pdp/hp-e24u-g4-fhd-usb-c-monitor,"Монитор HP E24u G4 23.8"", серебристый/черный [189t0aa]",189T0AA,HP,Мониторы ЖК,E24u G4,1861059
https://www.samsung.com/ru/monitors/high-resolution/uhd-monitor-with-1-billion-colors-32-inch-lu32j590uqixci/,"Монитор Samsung U32J590UQI 32"", черный [lu32j590uqixci]",LU32J590UQIXCI,SAMSUNG,Мониторы ЖК,U32J590UQI,1864328
https://www.lg.com/ru/monitors/lg-24BK550Y-B,"Монитор LG 24BK550Y 23.8"", черный [24bk550y-b.aruz]",24BK550Y-B.ARUZ,LG,Мониторы ЖК,24BK550Y,1864622
https://digma.ru/catalog/item/21941,"Монитор Digma DM-MONB2408 23.8"", черный и серебристый",DM-MONB2408,DIGMA,Мониторы ЖК,DM-MONB2408,1864677
https://www.dell.com/ru/business/p/dell-u2422h-monitor/pd,"Монитор DELL UltraSharp U2422H 23.8"", черный и серебристый [2422-4970]",2422-4970,DELL,Мониторы ЖК,U2422H,1866113
https://www.dell.com/en-us/work/shop/dell-27-video-conferencing-monitor-c2722de/apd/210-ayqg/monitors-monitor-accessories#techspecs_section,"Монитор DELL C2722DE 27"", черный и серебристый [2722-4918]",2722-4918,DELL,Мониторы ЖК,C2722DE,1866173
https://www.dell.com/en-sg/shop/dell-24-usb-c-hub-monitor-p2422he/apd/210-bbdl/monitors-monitor-accessories#techspecs_section,"Монитор DELL P2422HE 23.8"", черный и серебристый [2422-5205]",2422-5205,DELL,Мониторы ЖК,P2422HE,1866304
https://www.dell.com/ru/business/p/dell-u2422he-monitor/pd,"Монитор DELL U2422HE 23.8"", черный и серебристый [2422-4994]",2422-4994,DELL,Мониторы ЖК,U2422HE,1866307
http://www.iiyama.com/ru_ru/produkty/prolite-x2481hs-b1/,"Монитор Iiyama ProLite X2481HS-B1 23.6"", черный",X2481HS-B1,IIYAMA,Мониторы ЖК,X2481HS-B1,1866367
https://iiyama.com/ru_ru/produkty/prolite-xub3493wqsu-b1/,"Монитор Iiyama ProLite XUB3493WQSU-B1 34"", черный",XUB3493WQSU-B1,IIYAMA,Мониторы ЖК,XUB3493WQSU-B1,1866371
https://iiyama.com/ru_ru/produkty/prolite-xub2796qsu-b1/,"Монитор Iiyama XUB2796QSU-B1 27"", черный",XUB2796QSU-B1,IIYAMA,Мониторы ЖК,XUB2796QSU-B1,1866722
https://iiyama.com/ru_ru/produkty/prolite-xub2294hsu-w1/,"Монитор Iiyama ProLite XUB2294HSU-W1 21.5"", белый",XUB2294HSU-W1,IIYAMA,Мониторы ЖК,XUB2294HSU-W1,1866774
https://iiyama.com/ru_ru/produkty/prolite-xu2792qsu-b1/,"Монитор Iiyama XU2792QSU-B1 27"", черный",XU2792QSU-B1,IIYAMA,Мониторы ЖК,XU2792QSU-B1,1866884
https://iiyama.com/ua_ru/produkty/prolite-xub2792qsn-b1/,"Монитор Iiyama ProLite XUB2792QSN-B1 27"", черный",XUB2792QSN-B1,IIYAMA,Мониторы ЖК,XUB2792QSN-B1,1866888
https://iiyama.com/ru_ru/produkty/prolite-xub2793hs-b4/,"Монитор Iiyama ProLite XUB2793HS-B4 27"", черный",XUB2793HS-B4,IIYAMA,Мониторы ЖК,XUB2793HS-B4,1866891
https://iiyama.com/ru_ru/produkty/prolite-xub2796hsu-b1/,"Монитор Iiyama ProLite XUB2796HSU-B1 27"", черный",XUB2796HSU-B1,IIYAMA,Мониторы ЖК,XUB2796HSU-B1,1866895
